claim_id_unique,claim_id_original,category,group_id,workshop,Batch
AG9r,AG9r,Education & Educational Research,westernaustralia23,SIPS20,SIPS20
bVz9,bVz9,Psychology,westernaustralia23,SIPS20,SIPS20
edk9,edk9,Psychology,westernaustralia23,SIPS20,SIPS20
pGDj,pGDj,Demography,westernaustralia23,SIPS20,SIPS20
PXbK,PXbK,Psychology,westernaustralia23,SIPS20,SIPS20
qgXj,qgXj,Government & Law,westernaustralia23,SIPS20,SIPS20
9m4l,9m4l,Government & Law; Public Administration,westernaustralia39,SIPS20,SIPS20
Blxd,Blxd,Education & Educational Research,westernaustralia39,SIPS20,SIPS20
bQOE,bQOE,Psychology,westernaustralia39,SIPS20,SIPS20
Da4L,Da4L,Psychology; Behavioral Sciences; Biomedical Social Sciences,westernaustralia39,SIPS20,SIPS20
KRgk,KRgk,Business & Economics,westernaustralia39,SIPS20,SIPS20
l3LV,l3LV,Psychology,westernaustralia39,SIPS20,SIPS20
LVKR,LVKR,Psychology; Psychiatry,westernaustralia39,SIPS20,SIPS20
qD1j,qD1j,Psychology,westernaustralia39,SIPS20,SIPS20
QEam,QEam,Psychology,westernaustralia39,SIPS20,SIPS20
YOXl,YOXl,Psychology,westernaustralia39,SIPS20,SIPS20
8r3v,8r3v,Education & Educational Research; Rehabilitation,westernaustralia55,SIPS20,SIPS20
byVN,byVN,Education & Educational Research; Rehabilitation,westernaustralia55,SIPS20,SIPS20
eOOW,eOOW,Psychology,westernaustralia55,SIPS20,SIPS20
jPv2,jPv2,Psychology,westernaustralia55,SIPS20,SIPS20
mPN4,mPN4,International Relations; Government & Law,westernaustralia55,SIPS20,SIPS20
NXQa,NXQa,Psychology,westernaustralia55,SIPS20,SIPS20
OJvm,OJvm,Psychology; Behavioral Sciences; Biomedical Social Sciences,westernaustralia55,SIPS20,SIPS20
q4pQ,q4pQ,Psychology,westernaustralia55,SIPS20,SIPS20
qXzZ,qXzZ,Psychology,westernaustralia55,SIPS20,SIPS20
R1qX,R1qX,Family Studies; Sociology,westernaustralia55,SIPS20,SIPS20
979Y,979Y,Psychology,westernaustralia6,SIPS20,SIPS20
E0ka,E0ka,Psychology; Business & Economics,westernaustralia6,SIPS20,SIPS20
gpgO,gpgO,Business & Economics,westernaustralia6,SIPS20,SIPS20
jmXK,jmXK,Psychology; Business & Economics,westernaustralia6,SIPS20,SIPS20
jX9r,jX9r,Psychology,westernaustralia6,SIPS20,SIPS20
qY0N,qY0N,Psychology,westernaustralia6,SIPS20,SIPS20
vQdG,vQdG,Education & Educational Research,westernaustralia6,SIPS20,SIPS20
VY45,VY45,Business & Economics,westernaustralia6,SIPS20,SIPS20
wXgk,wXgk,Psychology,westernaustralia6,SIPS20,SIPS20
yA2V,yA2V,Business & Economics,westernaustralia6,SIPS20,SIPS20
5KEw,5KEw,Education & Educational Research; Rehabilitation,westernaustralia98,SIPS20,SIPS20
aaZD,aaZD,Business & Economics,westernaustralia98,SIPS20,SIPS20
Ax1j,Ax1j,Psychology; Business & Economics,westernaustralia98,SIPS20,SIPS20
b921,b921,Psychology,westernaustralia98,SIPS20,SIPS20
glv8,glv8,Psychology,westernaustralia98,SIPS20,SIPS20
GN7O,GN7O,Psychology,westernaustralia98,SIPS20,SIPS20
KZNd,KZNd,Psychology,westernaustralia98,SIPS20,SIPS20
Prvw,Prvw,Sociology,westernaustralia98,SIPS20,SIPS20
QxXK,QxXK,Psychology,westernaustralia98,SIPS20,SIPS20
WLpV,WLpV,Business & Economics,westernaustralia98,SIPS20,SIPS20
VAWE (2),VAWE,management,Unassigned,Unassigned,unbatched
03e8,03e8,education,Unassigned,Unassigned,unbatched
bx79,bx79,management,Unassigned,Unassigned,unbatched
bXE8,bXE8,economics,Unassigned,Unassigned,unbatched
by2J,by2J,management,Unassigned,Unassigned,unbatched
bYdQ,bYdQ,management,Unassigned,Unassigned,unbatched
bYvE,bYvE,management,Unassigned,Unassigned,unbatched
D1x2,D1x2,management,Unassigned,Unassigned,unbatched
D2LY,D2LY,sociology,Unassigned,Unassigned,unbatched
D98y,D98y,health related,Unassigned,Unassigned,unbatched
DAje,DAje,education,Unassigned,Unassigned,unbatched
damJ,damJ,management,Unassigned,Unassigned,unbatched
DDmy,DDmy,economics,Unassigned,Unassigned,unbatched
DDNe,DDNe,economics,Unassigned,Unassigned,unbatched
DgLy,DgLy,sociology,Unassigned,Unassigned,unbatched
DL3r,DL3r,education,Unassigned,Unassigned,unbatched
dLke,dLke,sociology,Unassigned,Unassigned,unbatched
Dm9X,Dm9X,economics,Unassigned,Unassigned,unbatched
GYlw,GYlw,economics,,Unassigned,unbatched
jad9,jad9,health related,,Unassigned,unbatched
kx1X,kx1X,marketing/org behavior,,Unassigned,unbatched
0a3Z,0a3Z,criminology,,Unassigned,unbatched
0amZ,0amZ,criminology,,Unassigned,unbatched
0lAL,0lAL,economics,,Unassigned,unbatched
0m1Z,0m1Z,management,,Unassigned,unbatched
0P1Z,0P1Z,political science,,Unassigned,unbatched
0PzZ,0PzZ,political science,,Unassigned,unbatched
0YAZ,0YAZ,public administration,,Unassigned,unbatched
0ywZ,0ywZ,health related,,Unassigned,unbatched
10yE,10yE,psychology,,Unassigned,unbatched
13Nv,13Nv,sociology,,Unassigned,unbatched
1DXW,1DXW,education,,Unassigned,unbatched
1GK0,1GK0,political science,,Unassigned,unbatched
1gq4,1gq4,education,,Unassigned,unbatched
1kqq,1kqq,economics,,Unassigned,unbatched
1l10,1l10,public administration,,Unassigned,unbatched
1pkD,1pkD,marketing/org behavior,,Unassigned,unbatched
1qJ0,1qJ0,marketing/org behavior,,Unassigned,unbatched
1yKv,1yKv,economics,,Unassigned,unbatched
2Pxg,2Pxg,education,,Unassigned,unbatched
2r15,2r15,education,,Unassigned,unbatched
2R85,2R85,education,,Unassigned,unbatched
2vB7,2vB7,economics,,Unassigned,unbatched
2Zpk,2Zpk,marketing/org behavior,,Unassigned,unbatched
334Z,334Z,management,,Unassigned,unbatched
338G,338G,management,,Unassigned,unbatched
33zW,33zW,education,,Unassigned,unbatched
34Rd,34Rd,marketing/org behavior,,Unassigned,unbatched
3AeG,3AeG,political science,,Unassigned,unbatched
3g2W,3g2W,health related,,Unassigned,unbatched
3L1a,3L1a,economics,,Unassigned,unbatched
3rXG,3rXG,education,,Unassigned,unbatched
3v1d,3v1d,political science,,Unassigned,unbatched
3WmY,3WmY,political science,,Unassigned,unbatched
48pN,48pN,sociology,,Unassigned,unbatched
48wV,48wV,sociology,,Unassigned,unbatched
4g28,4g28,education,,Unassigned,unbatched
4GDq,4GDq,political science,,Unassigned,unbatched
4pNq,4pNq,economics,,Unassigned,unbatched
4r3e,4r3e,education,,Unassigned,unbatched
4r9L,4r9L,management,,Unassigned,unbatched
4v78,4v78,economics,,Unassigned,unbatched
4vVv,4vVv,economics,,Unassigned,unbatched
4Vxe,4Vxe,economics,,Unassigned,unbatched
4XLv,4XLv,sociology,,Unassigned,unbatched
4ZGV,4ZGV,economics,,Unassigned,unbatched
4ZxO,4ZxO,psychology,,Unassigned,unbatched
500D,500D,psychology,,Unassigned,unbatched
50g3,50g3,psychology,,Unassigned,unbatched
51gx,51gx,marketing/org behavior,,Unassigned,unbatched
51w2,51w2,criminology,,Unassigned,unbatched
57Oq,57Oq,health related,,Unassigned,unbatched
584w,584w,marketing/org behavior,,Unassigned,unbatched
5Byw,5Byw,management,,Unassigned,unbatched
5d7w,5d7w,political science,,Unassigned,unbatched
5E2q,5E2q,public administration,,Unassigned,unbatched
5GQq,5GQq,political science,,Unassigned,unbatched
5k4D,5k4D,economics,,Unassigned,unbatched
5kbm,5kbm,public administration,,Unassigned,unbatched
5lDz,5lDz,health related,,Unassigned,unbatched
5mO2,5mO2,sociology,,Unassigned,unbatched
5PyD,5PyD,management,,Unassigned,unbatched
5vym,5vym,economics,,Unassigned,unbatched
5Wwl,5Wwl,sociology,,Unassigned,unbatched
5XbB,5XbB,sociology,,Unassigned,unbatched
5Xeq,5Xeq,marketing/org behavior,,Unassigned,unbatched
71O3,71O3,education,,Unassigned,unbatched
74r9,74r9,health related,,Unassigned,unbatched
7BE9,7BE9,public administration,,Unassigned,unbatched
7Bl1,7Bl1,public administration,,Unassigned,unbatched
7dVP,7dVP,education,,Unassigned,unbatched
7dx1,7dx1,education,,Unassigned,unbatched
7g4G,7g4G,political science,,Unassigned,unbatched
7Gj3,7Gj3,political science,,Unassigned,unbatched
7KA4,7KA4,public administration,,Unassigned,unbatched
7llZ,7llZ,psychology,,Unassigned,unbatched
7p01,7p01,economics,,Unassigned,unbatched
7pBJ,7pBJ,education,,Unassigned,unbatched
7PgL,7PgL,management,,Unassigned,unbatched
7Pz1,7Pz1,management,,Unassigned,unbatched
83P0,83P0,management,,Unassigned,unbatched
85RR,85RR,management,,Unassigned,unbatched
8GrR,8GrR,political science,,Unassigned,unbatched
8r4R,8r4R,management,,Unassigned,unbatched
8vke,8vke,political science,,Unassigned,unbatched
8VQa,8VQa,economics,,Unassigned,unbatched
8WA7,8WA7,political science,,Unassigned,unbatched
8Wy0,8Wy0,political science,,Unassigned,unbatched
8yW7,8yW7,sociology,,Unassigned,unbatched
90L4,90L4,psychology,,Unassigned,unbatched
93dL,93dL,sociology,,Unassigned,unbatched
99Dl,99Dl,political science,,Unassigned,unbatched
99PZ,99PZ,economics,,Unassigned,unbatched
9a3a,9a3a,criminology,,Unassigned,unbatched
9d2y,9d2y,public administration,,Unassigned,unbatched
9EYZ,9EYZ,health related,,Unassigned,unbatched
9Gkl,9Gkl,political science,,Unassigned,unbatched
9l8Y,9l8Y,education,,Unassigned,unbatched
9lgl,9lgl,education,,Unassigned,unbatched
9lYa,9lYa,political science,,Unassigned,unbatched
9OK1,9OK1,economics,,Unassigned,unbatched
9Oky,9Oky,education,,Unassigned,unbatched
9p0L,9p0L,education,,Unassigned,unbatched
9rPl,9rPl,sociology,,Unassigned,unbatched
9w9m,9w9m,management,,Unassigned,unbatched
9wEL,9wEL,management,,Unassigned,unbatched
9X0l,9X0l,marketing/org behavior,,Unassigned,unbatched
9XZ4,9XZ4,sociology,,Unassigned,unbatched
A29O,A29O,economics,,Unassigned,unbatched
A29X,A29X,economics,,Unassigned,unbatched
A2D1,A2D1,economics,,Unassigned,unbatched
A8d9,A8d9,public administration,,Unassigned,unbatched
AAvj,AAvj,management,,Unassigned,unbatched
Ab5O,Ab5O,political science,,Unassigned,unbatched
aBBR,aBBR,political science,,Unassigned,unbatched
aBp3,aBp3,political science,,Unassigned,unbatched
ADmY,ADmY,sociology,,Unassigned,unbatched
ADPO,ADPO,economics,,Unassigned,unbatched
AERO,AERO,management,,Unassigned,unbatched
AG8N,AG8N,economics,,Unassigned,unbatched
AGpr,AGpr,economics,,Unassigned,unbatched
AkgG,AkgG,economics,,Unassigned,unbatched
Akjj,Akjj,economics,,Unassigned,unbatched
ampB,ampB,economics,,Unassigned,unbatched
AOQj,AOQj,health related,,Unassigned,unbatched
AOrJ,AOrJ,health related,,Unassigned,unbatched
apLR,apLR,education,,Unassigned,unbatched
aprR,aprR,education,,Unassigned,unbatched
aq21,aq21,health related,,Unassigned,unbatched
AQgj,AQgj,political science,,Unassigned,unbatched
AQWj,AQWj,political science,,Unassigned,unbatched
Arpz,Arpz,psychology,,Unassigned,unbatched
AWZr,AWZr,criminology,,Unassigned,unbatched
AX09,AX09,marketing/org behavior,,Unassigned,unbatched
AxEO,AxEO,political science,,Unassigned,unbatched
AxQ1,AxQ1,political science,,Unassigned,unbatched
Ay0J,Ay0J,marketing/org behavior,,Unassigned,unbatched
aY4A,aY4A,management,,Unassigned,unbatched
AY7j,AY7j,education,,Unassigned,unbatched
aYe3,aYe3,management,,Unassigned,unbatched
AyVj,AyVj,criminology,,Unassigned,unbatched
AywX,AywX,marketing/org behavior,,Unassigned,unbatched
AYY1,AYY1,political science,,Unassigned,unbatched
aYyR,aYyR,management,,Unassigned,unbatched
B0Gj,B0Gj,economics,,Unassigned,unbatched
B2aX,B2aX,public administration,,Unassigned,unbatched
b2J8,b2J8,sociology,,Unassigned,unbatched
B2jX,B2jX,public administration,,Unassigned,unbatched
b2mX,b2mX,sociology,,Unassigned,unbatched
BAGx,BAGx,political science,,Unassigned,unbatched
BAvG,BAvG,political science,,Unassigned,unbatched
BaZX,BaZX,criminology,,Unassigned,unbatched
BBmK,BBmK,political science,,Unassigned,unbatched
BbNg,BbNg,economics,,Unassigned,unbatched
BbNK,BbNK,economics,,Unassigned,unbatched
bDa8,bDa8,marketing/org behavior,,Unassigned,unbatched
BE4p,BE4p,education,,Unassigned,unbatched
BEjx,BEjx,political science,,Unassigned,unbatched
Bk5g,Bk5g,public administration,,Unassigned,unbatched
BkVd,BkVd,public administration,,Unassigned,unbatched
bLe8,bLe8,economics,,Unassigned,unbatched
BP9K,BP9K,management,,Unassigned,unbatched
BPdX,BPdX,management,,Unassigned,unbatched
BQ3K,BQ3K,marketing/org behavior,,Unassigned,unbatched
Bqgj,Bqgj,sociology,,Unassigned,unbatched
BqKX,BqKX,sociology,,Unassigned,unbatched
Bqyd,Bqyd,education,,Unassigned,unbatched
dNk3,dNk3,economics,,Unassigned,unbatched
dOw8,dOw8,health related,,Unassigned,unbatched
Dr1R,Dr1R,psychology,,Unassigned,unbatched
dR4m,dR4m,health related,,Unassigned,unbatched
dV32,dV32,public administration,,Unassigned,unbatched
dx9e,dx9e,management,,Unassigned,unbatched
dxbl,dxbl,management,,Unassigned,unbatched
dZGl,dZGl,economics,,Unassigned,unbatched
E0dj,E0dj,marketing/org behavior,,Unassigned,unbatched
E0yP,E0yP,sociology,,Unassigned,unbatched
E1zm,E1zm,economics,,Unassigned,unbatched
E22r,E22r,marketing/org behavior,,Unassigned,unbatched
E7Xy,E7Xy,management,,Unassigned,unbatched
EA23,EA23,political science,,Unassigned,unbatched
EAeP,EAeP,management,,Unassigned,unbatched
Edl3,Edl3,political science,,Unassigned,unbatched
edLQ,edLQ,political science,,Unassigned,unbatched
eDOg,eDOg,political science,,Unassigned,unbatched
edZP,edZP,political science,,Unassigned,unbatched
ek4K,ek4K,management,,Unassigned,unbatched
EK7r,EK7r,criminology,,Unassigned,unbatched
EK7x,EK7x,criminology,,Unassigned,unbatched
EKBZ,EKBZ,marketing/org behavior,,Unassigned,unbatched
Elrr,Elrr,economics,,Unassigned,unbatched
EmkP,EmkP,psychology,,Unassigned,unbatched
eOdq,eOdq,sociology,,Unassigned,unbatched
EOkj,EOkj,education,,Unassigned,unbatched
epBK,epBK,sociology,,Unassigned,unbatched
epZ9,epZ9,management,,Unassigned,unbatched
EqmZ,EqmZ,political science,,Unassigned,unbatched
eQVm,eQVm,management,,Unassigned,unbatched
ERKZ,ERKZ,health related,,Unassigned,unbatched
evJ7,evJ7,economics,,Unassigned,unbatched
evVP,evVP,political science,,Unassigned,unbatched
EVYm,EVYm,education,,Unassigned,unbatched
Ex5j,Ex5j,education,,Unassigned,unbatched
ExLr,ExLr,psychology,,Unassigned,unbatched
EXRm,EXRm,management,,Unassigned,unbatched
eydQ,eydQ,management,,Unassigned,unbatched
EZ1X,EZ1X,political science,,Unassigned,unbatched
EZEr,EZEr,education,,Unassigned,unbatched
ezR7,ezR7,public administration,,Unassigned,unbatched
EZVm,EZVm,political science,,Unassigned,unbatched
EZzx,EZzx,education,,Unassigned,unbatched
G0bW,G0bW,political science,,Unassigned,unbatched
g0XQ,g0XQ,education,,Unassigned,unbatched
G1Lr,G1Lr,marketing/org behavior,,Unassigned,unbatched
G88r,G88r,political science,,Unassigned,unbatched
G9gz,G9gz,education,,Unassigned,unbatched
gaB9,gaB9,political science,,Unassigned,unbatched
gae7,gae7,political science,,Unassigned,unbatched
Gd8z,Gd8z,management,,Unassigned,unbatched
GdVb,GdVb,political science,,Unassigned,unbatched
gg09,gg09,psychology,,Unassigned,unbatched
gJe9,gJe9,education,,Unassigned,unbatched
gkL4,gkL4,management,,Unassigned,unbatched
GKww,GKww,health related,,Unassigned,unbatched
gl2O,gl2O,public administration,,Unassigned,unbatched
gL5Q,gL5Q,management,,Unassigned,unbatched
glL7,glL7,economics,,Unassigned,unbatched
gLwY,gLwY,public administration,,Unassigned,unbatched
gORK,gORK,political science,,Unassigned,unbatched
gp7g,gp7g,sociology,,Unassigned,unbatched
gPQO,gPQO,criminology,,Unassigned,unbatched
gpwK,gpwK,political science,,Unassigned,unbatched
GQG4,GQG4,economics,,Unassigned,unbatched
GQvr,GQvr,management,,Unassigned,unbatched
gvm4,gvm4,sociology,,Unassigned,unbatched
gvY4,gvY4,political science,,Unassigned,unbatched
GxDW,GxDW,public administration,,Unassigned,unbatched
Gxv4,Gxv4,management,,Unassigned,unbatched
gYLA,gYLA,economics,,Unassigned,unbatched
gyQ4,gyQ4,political science,,Unassigned,unbatched
gyzK,gyzK,psychology,,Unassigned,unbatched
J07B,J07B,political science,,Unassigned,unbatched
J21J,J21J,education,,Unassigned,unbatched
Jb9L,Jb9L,management,,Unassigned,unbatched
Jbey,Jbey,management,,Unassigned,unbatched
JbNk,JbNk,education,,Unassigned,unbatched
jDGN,jDGN,marketing/org behavior,,Unassigned,unbatched
jEGb,jEGb,psychology,,Unassigned,unbatched
JemJ,JemJ,sociology,,Unassigned,unbatched
jgX9,jgX9,political science,,Unassigned,unbatched
JLGe,JLGe,public administration,,Unassigned,unbatched
jm8d,jm8d,economics,,Unassigned,unbatched
jN32,jN32,marketing/org behavior,,Unassigned,unbatched
JpRQ,JpRQ,education,,Unassigned,unbatched
jQ3K,jQ3K,political science,,Unassigned,unbatched
jqOd,jqOd,public administration,,Unassigned,unbatched
jRbQ,jRbQ,political science,,Unassigned,unbatched
jrdg,jrdg,economics,,Unassigned,unbatched
jrg2,jrg2,education,,Unassigned,unbatched
JWbB,JWbB,management,,Unassigned,unbatched
JWrv,JWrv,management,,Unassigned,unbatched
jWvg,jWvg,public administration,,Unassigned,unbatched
jydK,jydK,education,,Unassigned,unbatched
k18W,k18W,political science,,Unassigned,unbatched
K22e,K22e,political science,,Unassigned,unbatched
k4Az,k4Az,economics,,Unassigned,unbatched
k7Nj,k7Nj,political science,,Unassigned,unbatched
K8Be,K8Be,public administration,,Unassigned,unbatched
K9kY,K9kY,education,,Unassigned,unbatched
kavP,kavP,political science,,Unassigned,unbatched
kawG,kawG,economics,,Unassigned,unbatched
kaxj,kaxj,political science,,Unassigned,unbatched
kdq4,kdq4,political science,,Unassigned,unbatched
kdwz,kdwz,political science,,Unassigned,unbatched
kgA2,kgA2,economics,,Unassigned,unbatched
KGyx,KGyx,psychology,,Unassigned,unbatched
Kj9d,Kj9d,psychology,,Unassigned,unbatched
KjxO,KjxO,psychology,,Unassigned,unbatched
Kk4d,Kk4d,economics,,Unassigned,unbatched
KRRW,KRRW,political science,,Unassigned,unbatched
kV3y,kV3y,management,,Unassigned,unbatched
Kx0O,Kx0O,criminology,,Unassigned,unbatched
kyR4,kyR4,sociology,,Unassigned,unbatched
L22B,L22B,political science,,Unassigned,unbatched
l792,l792,political science,,Unassigned,unbatched
l7mz,l7mz,political science,,Unassigned,unbatched
L9dZ,L9dZ,political science,,Unassigned,unbatched
L9JK,L9JK,education,,Unassigned,unbatched
L9OZ,L9OZ,political science,,Unassigned,unbatched
LeyB,LeyB,sociology,,Unassigned,unbatched
LeZ2,LeZ2,sociology,,Unassigned,unbatched
LJJG,LJJG,sociology,,Unassigned,unbatched
lJxv,lJxv,management,,Unassigned,unbatched
LlAG,LlAG,economics,,Unassigned,unbatched
lLPL,lLPL,health related,,Unassigned,unbatched
LNRG,LNRG,management,,Unassigned,unbatched
lp12,lp12,management,,Unassigned,unbatched
lQz2,lQz2,public administration,,Unassigned,unbatched
LRlz,LRlz,sociology,,Unassigned,unbatched
lYpL,lYpL,sociology,,Unassigned,unbatched
LyWB,LyWB,political science,,Unassigned,unbatched
m0kV,m0kV,economics,,Unassigned,unbatched
m514,m514,marketing/org behavior,,Unassigned,unbatched
m781,m781,political science,,Unassigned,unbatched
m87Q,m87Q,management,,Unassigned,unbatched
mp24,mp24,health related,,Unassigned,unbatched
mYbj,mYbj,political science,,Unassigned,unbatched
mzZm,mzZm,health related,,Unassigned,unbatched
N7xV,N7xV,education,,Unassigned,unbatched
Na8W,Na8W,education,,Unassigned,unbatched
NaQB,NaQB,education,,Unassigned,unbatched
NDwQ,NDwQ,management,,Unassigned,unbatched
NebB,NebB,economics,,Unassigned,unbatched
NewQ,NewQ,political science,,Unassigned,unbatched
NJba,NJba,sociology,,Unassigned,unbatched
NJml,NJml,economics,,Unassigned,unbatched
NNd9,NNd9,criminology,,Unassigned,unbatched
NOql,NOql,sociology,,Unassigned,unbatched
NPRV,NPRV,psychology,,Unassigned,unbatched
NvRV,NvRV,sociology,,Unassigned,unbatched
NXjQ,NXjQ,public administration,,Unassigned,unbatched
O03b,O03b,education,,Unassigned,unbatched
O0bN,O0bN,education,,Unassigned,unbatched
O1l3,O1l3,sociology,,Unassigned,unbatched
O1LO,O1LO,psychology,,Unassigned,unbatched
O2Qy,O2Qy,education,,Unassigned,unbatched
O2rN,O2rN,education,,Unassigned,unbatched
O7Gm,O7Gm,political science,,Unassigned,unbatched
O7vy,O7vy,political science,,Unassigned,unbatched
OAzv,OAzv,economics,,Unassigned,unbatched
OgpO,OgpO,management,,Unassigned,unbatched
Omgy,Omgy,psychology,,Unassigned,unbatched
OW0b,OW0b,criminology,,Unassigned,unbatched
OWVv,OWVv,marketing/org behavior,,Unassigned,unbatched
OXbO,OXbO,economics,,Unassigned,unbatched
OXL0,OXL0,public administration,,Unassigned,unbatched
OXNN,OXNN,public administration,,Unassigned,unbatched
OXR0,OXR0,public administration,,Unassigned,unbatched
OygL,OygL,economics,,Unassigned,unbatched
OylL,OylL,economics,,Unassigned,unbatched
Oyp0,Oyp0,economics,,Unassigned,unbatched
P1DY,P1DY,criminology,,Unassigned,unbatched
P1DZ,P1DZ,criminology,,Unassigned,unbatched
P1rY,P1rY,criminology,,Unassigned,unbatched
p3km,p3km,sociology,,Unassigned,unbatched
p3V0,p3V0,economics,,Unassigned,unbatched
p4jd,p4jd,economics,,Unassigned,unbatched
P58Y,P58Y,health related,,Unassigned,unbatched
P5Qz,P5Qz,health related,,Unassigned,unbatched
p7p3,p7p3,political science,,Unassigned,unbatched
P7Xz,P7Xz,political science,,Unassigned,unbatched
pA9K,pA9K,political science,,Unassigned,unbatched
pAWj,pAWj,education,,Unassigned,unbatched
PDXb,PDXb,political science,,Unassigned,unbatched
PExb,PExb,education,,Unassigned,unbatched
pGB8,pGB8,management,,Unassigned,unbatched
pGJK,pGJK,education,,Unassigned,unbatched
pGpd,pGpd,education,,Unassigned,unbatched
plLK,plLK,marketing/org behavior,,Unassigned,unbatched
Pm7K,Pm7K,psychology,,Unassigned,unbatched
pN7E,pN7E,criminology,,Unassigned,unbatched
pNjB,pNjB,marketing/org behavior,,Unassigned,unbatched
PP1d,PP1d,education,,Unassigned,unbatched
PPEz,PPEz,political science,,Unassigned,unbatched
PPQb,PPQb,political science,,Unassigned,unbatched
pRk0,pRk0,political science,,Unassigned,unbatched
PVJZ,PVJZ,management,,Unassigned,unbatched
PVqb,PVqb,education,,Unassigned,unbatched
pvzd,pvzd,health related,,Unassigned,unbatched
pw2j,pw2j,economics,,Unassigned,unbatched
pw7W,pw7W,management,,Unassigned,unbatched
pwK8,pwK8,political science,,Unassigned,unbatched
PX47,PX47,economics,,Unassigned,unbatched
PxVw,PxVw,economics,,Unassigned,unbatched
PY0Z,PY0Z,political science,,Unassigned,unbatched
pYBE,pYBE,criminology,,Unassigned,unbatched
PYBK,PYBK,political science,,Unassigned,unbatched
pZyW,pZyW,psychology,,Unassigned,unbatched
pzzm,pzzm,health related,,Unassigned,unbatched
q1Jw,q1Jw,public administration,,Unassigned,unbatched
q1Rg,q1Rg,public administration,,Unassigned,unbatched
q3XN,q3XN,criminology,,Unassigned,unbatched
Q7zd,Q7zd,sociology,,Unassigned,unbatched
q87v,q87v,health related,,Unassigned,unbatched
QDLa,QDLa,political science,,Unassigned,unbatched
qg47,qg47,political science,,Unassigned,unbatched
Qj9a,Qj9a,political science,,Unassigned,unbatched
QjYP,QjYP,management,,Unassigned,unbatched
qk5w,qk5w,education,,Unassigned,unbatched
qkQN,qkQN,management,,Unassigned,unbatched
qkVv,qkVv,management,,Unassigned,unbatched
QLBK,QLBK,management,,Unassigned,unbatched
QLem,QLem,management,,Unassigned,unbatched
QmDm,QmDm,marketing/org behavior,,Unassigned,unbatched
QO0l,QO0l,health related,,Unassigned,unbatched
qOVj,qOVj,economics,,Unassigned,unbatched
qQ9Z,qQ9Z,sociology,,Unassigned,unbatched
qqAw,qqAw,education,,Unassigned,unbatched
qqDg,qqDg,education,,Unassigned,unbatched
qQLg,qQLg,management,,Unassigned,unbatched
qqNN,qqNN,political science,,Unassigned,unbatched
qQpZ,qQpZ,management,,Unassigned,unbatched
qQw2,qQw2,sociology,,Unassigned,unbatched
qQwg,qQwg,sociology,,Unassigned,unbatched
QV2V,QV2V,economics,,Unassigned,unbatched
QV4a,QV4a,economics,,Unassigned,unbatched
qveg,qveg,economics,,Unassigned,unbatched
qvq2,qvq2,sociology,,Unassigned,unbatched
qWvQ,qWvQ,management,,Unassigned,unbatched
qxB7,qxB7,economics,,Unassigned,unbatched
qXl7,qXl7,education,,Unassigned,unbatched
qxRj,qxRj,economics,,Unassigned,unbatched
qXX2,qXX2,sociology,,Unassigned,unbatched
QxYl,QxYl,education,,Unassigned,unbatched
qYkQ,qYkQ,political science,,Unassigned,unbatched
qYyZ,qYyZ,economics,,Unassigned,unbatched
qZQ2,qZQ2,political science,,Unassigned,unbatched
R0ak,R0ak,political science,,Unassigned,unbatched
R0lV,R0lV,education,,Unassigned,unbatched
r32d,r32d,political science,,Unassigned,unbatched
R5WV,R5WV,economics,,Unassigned,unbatched
R7a9,R7a9,sociology,,Unassigned,unbatched
r7ae,r7ae,economics,,Unassigned,unbatched
r7Wd,r7Wd,economics,,Unassigned,unbatched
R8rk,R8rk,criminology,,Unassigned,unbatched
rb8d,rb8d,political science,,Unassigned,unbatched
RB9V,RB9V,education,,Unassigned,unbatched
rbDR,rbDR,economics,,Unassigned,unbatched
rbPE,rbPE,public administration,,Unassigned,unbatched
Rjq9,Rjq9,marketing/org behavior,,Unassigned,unbatched
Rjzv,Rjzv,sociology,,Unassigned,unbatched
RqZv,RqZv,economics,,Unassigned,unbatched
Rrkk,Rrkk,economics,,Unassigned,unbatched
RWlV,RWlV,health related,,Unassigned,unbatched
RxK7,RxK7,psychology,,Unassigned,unbatched
RXKL,RXKL,public administration,,Unassigned,unbatched
RyOk,RyOk,economics,,Unassigned,unbatched
Ryq7,Ryq7,political science,,Unassigned,unbatched
RYyb,RYyb,management,,Unassigned,unbatched
v0Ap,v0Ap,economics,,Unassigned,unbatched
V0rm,V0rm,political science,,Unassigned,unbatched
v1OO,v1OO,management,,Unassigned,unbatched
V2dD,V2dD,health related,,Unassigned,unbatched
v2ZL,v2ZL,psychology,,Unassigned,unbatched
v30O,v30O,criminology,,Unassigned,unbatched
v3ED,v3ED,marketing/org behavior,,Unassigned,unbatched
v3Gq,v3Gq,criminology,,Unassigned,unbatched
V5AE,V5AE,health related,,Unassigned,unbatched
V8lm,V8lm,political science,,Unassigned,unbatched
VAOA,VAOA,management,,Unassigned,unbatched
vbgO,vbgO,economics,,Unassigned,unbatched
VBWp,VBWp,political science,,Unassigned,unbatched
Vd0A,Vd0A,education,,Unassigned,unbatched
vD4D,vD4D,economics,,Unassigned,unbatched
Vd4e,Vd4e,education,,Unassigned,unbatched
Vdje,Vdje,political science,,Unassigned,unbatched
vDRO,vDRO,public administration,,Unassigned,unbatched
VDWK,VDWK,sociology,,Unassigned,unbatched
